Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P000398,resume_classification_phrases,DS2_00031,0,: Human Resources Management / Management and Leadership GPA: GPA: 3.45 GPA: 3.45 Human Resources Management / Management and Leadership Managing Human Resource * Organizational Behavior * Basic Finance for Managers * Training and Development *,27
P000399,resume_classification_phrases,DS2_00161,19,": Managed Off-Site Battery Limits Projects, which included site clearing for the construction of four new units within the Valero Benicia Refinery.",20
P000400,resume_classification_phrases,DS2_00402,0,": Pharmacology University of Dundee B.S., Pharmacology, University of Dundee, Scotland Certifications PHR , GPHR SHRM-SCP - Senior Certified Professional Professional Affiliations Society of Human Resources Managers (SHRM) and PIHRA Skills",26
P000401,sales_phrases,17378327,SALES,"; and appliances- coffee makers, soda machines, etc.",6
P000402,sales_phrases,79376680,SALES,A close attention to inventory management resulted in quick lead times by making sure stock was available for custom items that customer started to purchase.,25
P000403,resume_classification_phrases,DS2_00652,11,A creative thinker and reliable producer who drives strategic initiatives from conceptualization through implementation.,14
P000404,resume_classification_phrases,DS2_00266,21,"A dedicated team player experienced in overseeing operations of individual and multi-unit facilities, developing successful programs to improve profitability.",18
P000405,sales_phrases,28198029,SALES,"A dependable worker while skilled in problem solving, troubleshooting, great customer service and computer skills.",15
P000406,resume_classification_phrases,DS2_00551,2,A few key ASP.Net/MS SQL 2005 solutions implemented during this period were vendor developed ad tracking and e-mail newsletter marketing software.,19
P000407,resume_classification_phrases,DS2_00331,0,"A key member of the Employee engagement committee, which creates and executes various events to keep employee morale up.",19
P000408,sales_phrases,13178604,SALES,A leader among peers achieved and surpassed sales quotas & goals; won contests and recognition.,14
P000409,sales_phrases,13178604,SALES,"A member since 1996, elected to Executive Board 2009.",9
P000410,resume_classification_phrases,DS2_00164,16,A natural leader with more than 10 years' experience leading successful and talented design teams.,15
P000411,resume_classification_phrases,DS2_00393,2,A professional who is passionate about developing people and teams to reach their greatest potential.,15
P000412,resume_classification_phrases,DS2_00393,2,A progressive technology leader with an innovative and growth mindset.,10
P000413,sales_phrases,79376680,SALES,"A prolonged lack of communication can manifest itself into a negative environment, and it has been my number one priority to make sure everyone involved is on the same page.",30
P000414,resume_classification_phrases,DS2_00429,0,"A proven leader in championing company values, vision, and expectations through effective communication and facilitation.",15
P000415,resume_classification_phrases,DS2_00428,11,"A proven track record with ability to work well with others to achieve common goals, resolve conflicts, and manage external relationships.",21
P000416,resume_classification_phrases,DS2_00476,17,"A record of positive achievement demonstrated by extensive participation and leadership in Manufacturing Engineering, Engineering Management, and Production Management projects.",20
P000417,resume_classification_phrases,DS2_00617,16,"A record of success managing advertisement agencies, sports and music agents to achieve record success with marketing initiatives.",18
P000418,resume_classification_phrases,DS2_00174,2,"A responsibility that required coordination with Federal managers, local officials and law enforcement.",13
P000419,resume_classification_phrases,DS2_00505,4,A sales manager skilled in exceeding sales goals and company expectations by expanding client base and maintaining high standards of customer service.Energetic and reliable Retail Sales manager skilled in high-end merchandise environments.,30
P000420,resume_classification_phrases,DS2_00272,0,A savvy team leader skilled in attracting the most qualified talent.,11
P000421,resume_classification_phrases,DS2_00233,11,A self motivated and goal oriented person who works well with others to plan and coordinate the many aspects of on and off premise catering functions.,26
P000422,resume_classification_phrases,DS2_00349,11,A shop floor hands-on approach leading shop floor teams in lean manufacturing and continuous improvements.,14
P000423,sales_phrases,37792474,SALES,A strong track record in delivering projects on time and within budget.,12
P000424,resume_classification_phrases,DS2_00314,21,"A student of Wells Fargo's Leadership Compentencies, exhibits leadership behaviors that contribute to business success, risk management and a sustained positive reputation as a premier financial institution and employer of choice.",31
P000425,resume_classification_phrases,DS2_00393,2,"A team player that places a priority on networking, relationship building and diversity to achieve the greatest possible outcome.",19
P000426,resume_classification_phrases,DS2_00393,2,A thought leader that partners with business to drive strategy from conception to execution.,14
P000427,resume_classification_phrases,DS2_00453,5,A top-performer with the entrepreneurial vision and leadership skills to drive business expansion.,12
P000428,resume_classification_phrases,DS2_00333,23,A value asset to the Aviation Supply Department I was able to perform in many areas of logistical support ranging from safety of equipment and personnel to proper shipping and handling of material.,33
P000429,resume_classification_phrases,DS2_00030,12,"ACCOUNT EXECUTIVE 01/2008 to 01/2012 Company Name City , State Managed the specialty store business with annual volume of $3.5 million, reporting directly to the President of Sales and CEO.",26
P000430,resume_classification_phrases,DS2_00030,12,"ACCOUNT EXECUTIVE 01/2012 to 01/2013 Company Name City , State Developed and implemented business strategies for a new dress brand, reporting directly to the President.",22
P000431,sales_phrases,13178604,SALES,"ACCOUNT EXECUTIVE 08/2008 to 09/2010 Company Name City , State US Banks partnered with Elavon in 2004.",14
P000432,resume_classification_phrases,DS2_00690,23,"ACCOUNT EXECUTIVE Professional Summary Account Executive Accomplished sales-management professional with 5+ years of solid account management, strategic-negotiation, business-expansion, and organizational-design experience at corporate levels for both startup and established companies Education B.S.",26
P000433,resume_classification_phrases,DS2_00702,16,"ACCOUNT MANAGER/BUSINESS DEVELOPMENT Experience Account Manager/Business Development , 07/2018 to 07/2019 Company Name – City , State Responsible for simplifying diagnostics and improving global health by providing advanced and supporting advanced health care solutions.",27
P000434,resume_classification_phrases,DS2_00053,18,ACCOUNTANT II Professional Summary Multi-faceted Financial Professional with solid and progressive experience in all facets of accounting and financial management.,19
P000435,resume_classification_phrases,DS2_00167,18,ACCOUNTANT III Summary Energetic mother of 4 with 10+ years experience in high-level support roles.,13
P000436,resume_classification_phrases,DS2_00127,18,ACCOUNTANT Professional Summary Emerging accounting professional ready to develop career foundation with expanding operation.,14
P000437,resume_classification_phrases,DS2_00369,18,"ACCOUNTANT Summary Creative, active with a prove ability to manage multiple tasks seeking a position whereby my personal & technical skills can be applied & developed.",24
P000438,resume_classification_phrases,DS2_00618,18,"ACCOUNTANT Summary Experienced, detail-oriented Accountant who effectively manages multiple projects, and possesses superior",12
P000439,resume_classification_phrases,DS2_00133,18,"ACCOUNTANT Summary Financial Accountant specializing in financial planning, reporting and analysis in both private and public sectors.Capable Accountant successful at managing multiple projects and consistently meeting deadlines under pressure.",28
P000440,resume_classification_phrases,DS2_00620,18,ACCOUNTANT Summary General accounting procedures ***Accounts Payables * Costing ** Billing & Accounts Receivables * Cash Management * Bank Reconciliation ***Payroll Management * Finalisation of accounts up to Balance Sheet * Accounting Reports Management * Knowledge of L/C Documentation * Admin & Secretarial Skills,33
