Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P001118,15973307,SALES,"Education High School Diploma 2016 Tse' Yi' Gai High School , City , State , United States Certifications: Valedictorian Extracurricular",17
P001119,15973307,SALES,"Involvement: Student Council, Peer Helper, Honor Society, Athletics, Native",9
P001120,15973307,SALES,"of National College Prep Scholar, Quest",6
P001121,15973307,SALES,"Bridge ​ Columbia University , City , State , United States Graduation expected in May 2020 Leadership Mentor , Columbia Mentoring Initiative, Sept. 2017-Present  Serve",18
P001122,15973307,SALES,as a guide and motivator for a first-year Columbia College student in the,12
P001123,15973307,SALES,"and create personal, mentorship, and academic goals.",7
P001124,15973307,SALES,bonding events with mentee to ensure a healthy mental and physical well-being.,11
P001125,15973307,SALES,"Powwow Chair , Native American Council",5
P001126,15973307,SALES,"2017-Present Co-President , Native American Heritage Month, Apr.",5
P001127,15973307,SALES,for planning and organizing month-long events that represent Native American,9
P001128,15973307,SALES,identity and also the annual university powwow.,7
P001129,15973307,SALES,in weekly meetings to discuss event planning with peers and advisors.,11
P001130,15973307,SALES,leadership abilities to execute events in a timely and organized manner.,11
P001131,15973307,SALES,"Skills Critical Thinking Goal Setting and Implementation Teamwork Skills Proficient with MS Word, Excel, and PowerPoint",16
P001132,22047665,SALES,"SALES MANAGER Summary   Service focused professional offering an extensive background in customer service, sales, client relations and merchandising.",18
P001133,22047665,SALES,Self-directed and self-motivated team player who also works well independently.,8
P001134,22047665,SALES,"Education and Training Century Business College City , State , United States Business Management Skills 10-Key by touch Cash Handling Creative Problem Solving Multi-tasking",20
P001135,69155584,SALES,SALES ASSOCIATE Skills Motivated Seller                                Customer Service Oriented            Attention to Detail                           Quick Learner                              Retains Information with ease       Commitment to Professionalism Persuasive Communicator        Summary Motivated strategic sales professional with three years of experience.,32
P001136,69155584,SALES,"Focused, driven and detail oriented with great communication skills.",9
P001137,69155584,SALES,Works well as an independent associate or in a team environment.,11
P001138,69155584,SALES,Looking to join a team of hardworking individuals working towards the same goal.,13
P001139,69155584,SALES,"Experience 10/2015 to Current Sales Associate Company Name － City , State Helped lead the store to a 15% increase for both years employed.",21
P001140,69155584,SALES,Approach browsing customers and initiate conversations to determine buying preferences.,10
P001141,69155584,SALES,Recommend specific styles based on customers footwear needs.,8
P001142,69155584,SALES,Properly took measurements of the customers foot and inquired about any ailments.,12
P001143,69155584,SALES,Recommended additional items to increase sales and multiples.,8
P001144,69155584,SALES,Provided a level of customer service regardless of difficultly level.,10
P001145,69155584,SALES,Consistently in the top for sales each month and kept 'perfect numbers'.,11
P001146,69155584,SALES,Maintained contact with regular clients and often requested by name.,10
P001147,69155584,SALES,"12/2014 to 10/2015 Bridal Consultant Company Name － City , State Used active listening skills as well as knowledge of merchandise to select dress options for brides, and provide feedback to encourage them to purchase.",31
P001148,69155584,SALES,Maintained communication post-sale with brides to continue building rapport and ensure optimal customer service.,13
P001149,69155584,SALES,Consistently delivered 5-10% over monthly plan goals for length of employment.,10
P001150,69155584,SALES,"Knowledgeable in Bridal fashion, specifically with Maggie Sottero, Casablanca Bridal, David Tutera Bridal, The Dessy Collection, Alfred Angelo, Bill Levkoff, Mori Lee.",22
P001151,69155584,SALES,"Accurately measured and sized, brides and bridal party using various designer size charts.",13
P001152,69155584,SALES,"06/2010 to 12/2014 Waitstaff Company Name － City , State Generated top sales ($2000+ per evening) by marketing nightly specials during high volume days (Fridays, Saturdays and Sundays) Trained new server staff brand operations, restaurant compliance and customer expectations.",34
P001153,69155584,SALES,One of two head trainers.,5
P001154,69155584,SALES,Successfully promoted additional drink and menu items to guests to increase product sales.,13
P001155,69155584,SALES,Educated existing employees when new standards were rolled out.,9
P001156,69155584,SALES,"Assured customer happiness through friendly, competent service Ensure servers have performed end of night duties accurately.",16
P001157,69155584,SALES,"Education and Training 2006 High School Diploma Stevens High School － City , State , USA Business Management Black Hills State University － City , State , USA",22
P001158,30529547,SALES,"SALES REPRESENTATIVE Summary Bi-lingual,efficient service teams.",6
P001159,30529547,SALES,"Hard working ,Friendly and enthusiastic able to learn new tasks Customer and Personal",13
P001160,30529547,SALES,"quickly,represent establishment with friendly, professional matters at Service",9
P001161,30529547,SALES,"Experience Sales Representative Oct 2017 to Oct 2017 Company Name － City , State Cashier , selling lottery tickets to customers.",18
P001162,30529547,SALES,"Managed the receptionist area, including greeting and responding to information asked.",11
P001163,30529547,SALES,"Doing basic mathematics , adding , subtracting and multiplying.",7
P001164,30529547,SALES,"Front Desk Receptionist Dec 2015 to Aug 2016 Company Name － City , State ❏ Greet persons entering establishment and direct them to specific",21
P001165,30529547,SALES,"❏ Operate telephone or forward calls, taking messages, or",8
P001166,30529547,SALES,❏ Receive payment and record receipts for services.,7
P001167,30529547,SALES,❏ Hear and resolve complaints from customers.,6
P001168,30529547,SALES,"❏ Transmit information or documents to customers, using",7
P001169,30529547,SALES,"computer, mail, or facsimile machine.",5
P001170,30529547,SALES,"❏ Collect, sort, distribute guest mail.",5
P001171,30529547,SALES,❏ Enroll individuals to participate in our hotel rewards program.,9
